A0_ctrl,A0_inj,SNR_max,SNR_median,case,frac_SNR_gt3,mode
1.6054487876906877e-07,0.05522225851783217,343967.73625688214,0.8539876341173935,m2,0.01195219123505976,2
8.100804123849237e-06,0.054626410016922575,6743.331795432413,1.0009136626852535,m3,0.00796812749003984,3
2.6744216091415457e-06,0.053816280707143914,20122.586701809607,0.5080999171674896,m4,0.00796812749003984,4
