case,mode,time,A_inj,A_ctrl,SNR
m3,3,0.3999999999999986,0.02545603037885074,0.006595201581231417,3.8597804881799744
m3,3,0.6024999999999991,0.015337589406164694,0.006662313819957754,2.3021415413094353
m3,3,0.8049999999999997,0.0075553039282630794,0.0066102242383159395,1.1429724099931464
m3,3,1.0,0.01613460923403002,0.006896307563968378,2.339601168359956
m3,3,1.2025000000000006,0.020631165537460326,0.006919226245183238,2.9817157014951694
m3,3,1.4050000000000011,0.016584044410088004,0.0069405980361888185,2.389425856909953
m3,3,1.6000000000000014,0.009519912505800088,0.006957576039383314,1.3682800521205496
m3,3,1.8024999999999984,0.007913114640658444,0.006981008893267713,1.133520206268413
m3,3,2.004999999999999,0.008105483325461202,0.006997121391417363,1.1584025590013844
m3,3,2.1999999999999993,0.010512290038030031,0.0069536216910676815,1.5117719233322198
m3,3,2.4025,0.006621050819564622,0.0070080558421547565,0.944777120601376
m3,3,2.6050000000000004,0.012863038048362675,0.007009172153998493,1.8351722237304091
m3,3,2.8000000000000007,0.0071842777778462945,0.007011006556620741,1.0247141718990302
m3,3,3.0025000000000013,0.006698218989182031,0.007025111742298086,0.953467963911828
m3,3,3.2049999999999983,0.009223738655914084,0.007034678227088304,1.311181316068787
m3,3,3.3999999999999986,0.006514050365899106,0.007093439797908975,0.918320384958978
m3,3,3.602499999999999,0.006679749780026248,0.00710763243651878,0.9397995520570134
m3,3,3.8049999999999997,0.007749787125344881,0.007089741479188503,1.0930986902828406
m3,3,4.0,0.008378331504882267,0.007095793356459043,1.1807462652862877
m3,3,4.202500000000001,0.006798639134816004,0.007120894136682755,0.9547451491791349
m3,3,4.405000000000001,0.007763196586202787,0.007133275223315303,1.0883074524909075
m3,3,4.600000000000001,0.008034197959555567,0.007144613096149234,1.12451127184001
m3,3,4.802499999999998,0.006532137293554367,0.00715856374617011,0.9124927185357696
m3,3,5.004999999999999,0.006535856746401416,0.0071408092364689,0.9152823622597388
m3,3,5.199999999999999,0.007849098551150558,0.007159020528335795,1.0963927984398698
m3,3,5.4025,0.007108005832378594,0.007171059182866836,0.991207247230801
m3,3,5.605,0.006938089279902762,0.0072151476825536975,0.9616004529857559
m3,3,5.800000000000001,0.00804358347339564,0.007247208495576121,1.1098871349300419
m3,3,6.002500000000001,0.007342499967977274,0.007233070371292798,1.0151290656757315
m3,3,6.204999999999998,0.006713851464919629,0.007239055561805014,0.9274485335274275
m3,3,6.399999999999999,0.007384112541204432,0.007258100428205444,1.0173615829989477
m3,3,6.602499999999999,0.007402317132819573,0.007279629327593247,1.0168535786240216
m3,3,6.805,0.006989392626770353,0.007305106799424979,0.956781717047658
m3,3,7.0,0.00748138896440406,0.007316667228840814,1.0225132195316942
m3,3,7.202500000000001,0.007676287715989663,0.007328584269522015,1.0474448315909624
m3,3,7.405000000000001,0.007131596718767773,0.007338477201856595,0.9718087993737335
m3,3,7.600000000000001,0.007285415046890927,0.007357433394050493,0.990211484997227
m3,3,7.802499999999998,0.007547715438939102,0.007367090911231922,1.0245177546854753
m3,3,8.004999999999999,0.007186422257465519,0.007359875432143689,0.9764325936930092
m3,3,8.2,0.007254841168535633,0.007353498890143932,0.9865835674850605
m3,3,8.4025,0.007573363741792299,0.007376907520336962,1.026631243636136
m3,3,8.605,0.007380055827337055,0.007394942736081641,0.9979868797804275
m3,3,8.8,0.006846605523684228,0.006935447145378508,0.9871902099703146
m3,3,9.002500000000001,0.007040997288297997,0.006935984863261517,1.015140232729271
m3,3,9.204999999999998,0.007203464098914547,0.007207707571903687,0.9994112589964552
m3,3,9.399999999999999,0.007096297600995679,0.007203972704091172,0.9850533715883816
m3,3,9.6025,0.007232541522732005,0.007195003392407597,1.0052172498436929
m3,3,9.805,0.007222753625483463,0.007190866298965722,1.0044344207209537
m3,3,10.0,0.007153316285818347,0.0072001573145825505,0.9934944437020374
m3,3,10.2025,0.007232264570120557,0.007208380140083893,1.003313425426033
m3,3,10.405000000000001,0.007264075709793921,0.007216622238943656,1.0065755791669664
m3,3,10.600000000000001,0.007188795205709905,0.007226008460305722,0.9948500953465196
m3,3,10.802499999999998,0.007212483550893021,0.007234043454487575,0.997019660756782
m3,3,11.004999999999999,0.007292504229119856,0.007267655767169466,1.0034190477296185
m3,3,11.2,0.007261854800505272,0.007275598602607539,0.9981109730136375
m3,3,11.4025,0.00726798745059334,0.007283762052285946,0.9978342782782621
m3,3,11.605,0.007368768332019874,0.0073395477134762565,1.003981256023442
m3,3,11.8,0.007354792275859592,0.00734741222214382,1.00100444258368
m3,3,12.002499999999998,0.007337589536834125,0.007358924572798892,0.9971007943139371
m3,3,12.204999999999998,0.007400988694301951,0.007392081584881652,1.0012049528022684
m3,3,12.399999999999999,0.007403908572604727,0.007399617373384797,1.0005799217720859
m3,3,12.6025,0.007402117616975322,0.0074225303758582726,0.9972498921729788
m3,3,12.805,0.007443513993660432,0.0074383845978221105,1.0006895846498478
m3,3,13.0,0.007434857784272381,0.007420090341035965,1.0019901972291019
m3,3,13.2025,0.007428468016716364,0.007437524720581369,0.9987822959646853
m3,3,13.405000000000001,0.007431648490998362,0.007431957937200296,0.9999583627619331
m3,3,13.600000000000001,0.007431981025227856,0.007423011522349299,1.001208337458665
m3,3,13.802500000000002,0.007452988992894841,0.007452529377728317,1.000061672372322
m3,3,14.005000000000003,0.007454135383149171,0.007459909889728259,0.9992259281057753
m3,3,14.200000000000003,0.007475838972635672,0.007466964593021311,1.0011884855624806
m3,3,14.402500000000003,0.007472059553988139,0.007474231525578602,0.9997094053638785
m3,3,14.604999999999997,0.00745601840897319,0.007459247335284187,0.999567124380536
m3,3,14.799999999999997,0.007472064308227403,0.007466256680865264,1.0007778499468178
m3,3,15.002499999999998,0.007225263807036761,0.007227051423493854,0.999752649268375
m3,3,15.204999999999998,0.007223171050239437,0.007228590150909706,0.9992503239833584
m3,3,15.399999999999999,0.007237915467699783,0.007235595227139685,1.0003206703093888
